OrderID;Date;ProductCategory;Price;Quantity;Date_raw;TotalSale
115;2022-06-02;camping;36.0;2.0;02/06/2022;72.0
116;2022-05-22;camping;47.0;4.0;22-may-22;188.0
117;2022-01-18;vestimenta;38.0;5.0;18/01/2022;190.0
118;2022-01-29;vestimenta;46.0;4.0;29/01/2022;184.0
119;2022-03-29;vestimenta;42.0;2.0;29-mar-22;84.0
120;2022-04-28;vestimenta;25.0;2.0;28/04/2022;50.0
121;2022-05-19;electronica;3.0;1.0;19/05/2022;3.0
122;;electronica;17.0;2.0;20-abr-22;34.0
123;2022-03-15;electronica;44.0;3.0;15/03/2022;132.0
124;2022-03-06;electronica;33.0;5.0;06/03/2022;165.0
125;;alimento;5.0;4.0;18-abr-22;20.0
126;2022-05-17;alimento;2.0;3.0;17/05/2022;6.0
127;2022-01-17;alimento;24.0;3.0;17/01/2022;72.0
128;2022-03-14;alimento;6.0;4.0;14-mar-22;24.0
129;2022-04-20;alimento;14.0;1.0;20/04/2022;14.0
130;2022-03-19;hogar;23.0;4.0;19/03/2022;92.0
131;2022-03-22;hogar;38.0;5.0;22-mar-22;190.0
132;2022-02-08;hogar;27.0;4.0;08/02/2022;108.0
133;2022-05-27;jardin;36.0;1.0;27/05/2022;36.0
134;2022-02-15;jardin;7.0;4.0;15-feb-22;28.0
135;2022-05-17;jardin;12.0;2.0;17/05/2022;24.0
136;2022-06-03;jardin;10.0;4.0;03/06/2022;40.0
137;2022-03-21;camping;3.0;1.0;21-mar-22;3.0
138;2022-05-21;camping;38.0;3.0;21/05/2022;114.0
139;2022-02-24;camping;13.0;3.0;24/02/2022;39.0
140;2022-02-20;camping;3.0;3.0;20-feb-22;9.0
141;2022-05-25;vestimenta;7.0;2.0;25/05/2022;14.0
142;2022-04-24;vestimenta;4.0;5.0;24/04/2022;20.0
143;;vestimenta;46.0;5.0;13-ene-22;230.0
144;2022-01-16;vestimenta;31.0;1.0;16/01/2022;31.0
145;2022-04-25;electronica;29.0;2.0;25/04/2022;58.0
146;;electronica;30.0;2.0;08-abr-22;60.0
147;2022-02-05;electronica;12.0;2.0;05/02/2022;24.0
148;2022-03-23;electronica;22.0;3.0;23/03/2022;66.0
149;;alimento;40.0;4.0;15-abr-22;160.0
150;2022-04-08;alimento;38.0;3.0;08/04/2022;114.0
151;2022-03-16;alimento;47.0;4.0;16/03/2022;188.0
152;2022-05-12;alimento;15.0;3.0;12-may-22;45.0
153;2022-03-25;alimento;16.0;2.0;25/03/2022;32.0
154;2022-05-25;hogar;31.0;2.0;25/05/2022;62.0
155;2022-05-07;hogar;20.0;3.0;07-may-22;60.0
156;2022-04-18;hogar;19.0;3.0;18/04/2022;57.0
157;2022-03-26;jardin;29.0;1.0;26/03/2022;29.0
158;;jardin;11.0;3.0;03-abr-22;33.0
159;2022-05-09;jardin;37.0;3.0;09/05/2022;111.0
160;2022-01-06;jardin;8.0;3.0;06/01/2022;24.0
161;2022-05-14;camping;18.0;4.0;14-may-22;72.0
162;2022-03-08;camping;8.0;4.0;08/03/2022;32.0
163;2022-05-12;camping;38.0;5.0;12/05/2022;190.0
164;;camping;42.0;3.0;14-ene-22;126.0
165;2022-04-03;vestimenta;23.0;2.0;03/04/2022;46.0
166;2022-03-29;vestimenta;14.0;3.0;29/03/2022;42.0
167;;vestimenta;8.0;4.0;15-ene-22;32.0
168;2022-05-18;vestimenta;15.0;2.0;18/05/2022;30.0
169;2022-02-18;electronica;6.0;5.0;18/02/2022;30.0
170;2022-05-24;electronica;5.0;3.0;24-may-22;15.0
171;2022-01-23;electronica;38.0;5.0;23/01/2022;190.0
172;2022-05-19;electronica;6.0;1.0;19/05/2022;6.0
173;2022-03-11;alimento;7.0;5.0;11-mar-22;35.0
174;2022-04-07;alimento;35.0;1.0;07/04/2022;35.0
175;2022-01-19;alimento;9.0;1.0;19/01/2022;9.0
176;;alimento;19.0;1.0;06-abr-22;19.0
177;2022-01-19;alimento;31.0;3.0;19/01/2022;93.0
178;2022-02-17;hogar;12.0;3.0;17/02/2022;36.0
179;;hogar;26.0;1.0;12-abr-22;26.0
180;2022-05-07;hogar;13.0;1.0;07/05/2022;13.0
181;2022-04-17;jardin;27.0;4.0;17/04/2022;108.0
182;2022-02-03;jardin;36.0;3.0;03-feb-22;108.0
183;2022-05-05;jardin;9.0;2.0;05/05/2022;18.0
184;2022-01-16;jardin;21.0;3.0;16/01/2022;63.0
185;2022-05-01;camping;13.0;5.0;01-may-22;65.0
186;2022-05-21;camping;2.0;1.0;21/05/2022;2.0
187;2022-01-03;camping;17.0;3.0;03/01/2022;51.0
188;;camping;20.0;3.0;25-ene-22;60.0
189;2022-01-14;vestimenta;43.0;5.0;14/01/2022;215.0
190;2022-01-29;vestimenta;19.0;1.0;29/01/2022;19.0
191;;vestimenta;32.0;3.0;12-abr-22;96.0
192;2022-05-05;vestimenta;13.0;5.0;05/05/2022;65.0
193;2022-06-03;electronica;13.0;1.0;03/06/2022;13.0
194;;electronica;23.0;5.0;23-ene-22;115.0
195;2022-01-10;electronica;32.0;4.0;10/01/2022;128.0
196;2022-03-28;electronica;42.0;1.0;28/03/2022;42.0
197;2022-05-29;alimento;27.0;5.0;29-may-22;135.0
198;2022-03-01;alimento;23.0;5.0;01/03/2022;115.0
199;2022-03-20;alimento;21.0;2.0;20/03/2022;42.0
200;2022-02-19;alimento;2.0;2.0;19-feb-22;4.0
201;2022-03-10;alimento;31.0;1.0;10/03/2022;31.0
202;2022-05-12;hogar;4.0;3.0;12/05/2022;12.0
203;;hogar;6.0;3.0;01-abr-22;18.0
204;2022-04-22;hogar;35.0;4.0;22/04/2022;140.0
205;2022-05-14;jardin;44.0;1.0;14/05/2022;44.0
206;2022-06-04;jardin;40.0;2.0;04-jun-22;80.0
207;2022-03-18;jardin;6.0;3.0;18/03/2022;18.0
208;2022-03-10;jardin;47.0;3.0;10/03/2022;141.0
209;;camping;44.0;4.0;13-ene-22;176.0
210;2022-01-31;camping;20.0;2.0;31/01/2022;40.0
211;2022-03-12;camping;34.0;4.0;12/03/2022;136.0
212;;camping;18.0;3.0;02-ene-22;54.0
213;2022-05-11;vestimenta;6.0;4.0;11/05/2022;24.0
214;2022-02-12;vestimenta;44.0;1.0;12/02/2022;44.0
215;2022-06-04;vestimenta;23.0;1.0;04-jun-22;23.0
216;2022-01-06;vestimenta;11.0;4.0;06/01/2022;44.0
217;2022-04-14;electronica;24.0;3.0;14/04/2022;72.0
218;2022-02-14;electronica;2.0;1.0;14-feb-22;2.0
219;2022-03-02;electronica;49.0;1.0;02/03/2022;49.0
220;2022-04-13;electronica;10.0;1.0;13/04/2022;10.0
221;2022-02-21;alimento;8.0;4.0;21-feb-22;32.0
222;2022-04-08;alimento;18.0;4.0;08/04/2022;72.0
223;2022-02-12;alimento;12.0;1.0;12/02/2022;12.0
224;2022-05-26;alimento;21.0;5.0;26-may-22;105.0
225;2022-02-05;alimento;14.0;4.0;05/02/2022;56.0
226;2022-05-27;hogar;42.0;4.0;27/05/2022;168.0
227;2022-03-11;hogar;42.0;2.0;11-mar-22;84.0
228;2022-04-23;hogar;32.0;5.0;23/04/2022;160.0
229;2022-01-08;jardin;20.0;3.0;08/01/2022;60.0
230;2022-05-15;jardin;22.0;3.0;15-may-22;66.0
231;2022-05-27;jardin;51.0;2.0;27/05/2022;102.0
232;2022-05-12;jardin;31.0;2.0;12/05/2022;62.0
233;2022-03-06;camping;31.0;2.0;06-mar-22;62.0
234;2022-05-22;camping;12.0;2.0;22/05/2022;24.0
235;2022-03-20;camping;40.0;5.0;20/03/2022;200.0
236;2022-05-07;camping;33.0;1.0;07-may-22;33.0
237;2022-04-05;vestimenta;13.0;2.0;05/04/2022;26.0
238;2022-04-19;vestimenta;3.0;3.0;19/04/2022;9.0
239;;vestimenta;13.0;3.0;24-ene-22;39.0
240;2022-02-26;vestimenta;43.0;3.0;26/02/2022;129.0
241;2022-03-24;electronica;7.0;5.0;24/03/2022;35.0
242;2022-03-01;electronica;4.0;3.0;01-mar-22;12.0
243;2022-02-20;electronica;11.0;5.0;20/02/2022;55.0
244;2022-03-07;electronica;37.0;3.0;07/03/2022;111.0
245;;alimento;33.0;5.0;26-ene-22;165.0
246;2022-03-23;alimento;42.0;5.0;23/03/2022;210.0
247;2022-01-10;alimento;34.0;4.0;10/01/2022;136.0
248;;alimento;33.0;1.0;22-abr-22;33.0
249;2022-05-06;alimento;39.0;2.0;06/05/2022;78.0
250;2022-01-24;hogar;31.0;4.0;24/01/2022;124.0
251;;hogar;8.0;5.0;03-ene-22;40.0
252;2022-03-17;hogar;34.0;3.0;17/03/2022;102.0
253;2022-06-02;jardin;38.0;5.0;02/06/2022;190.0
254;;jardin;22.0;4.0;15-abr-22;88.0
255;2022-03-20;jardin;47.0;1.0;20/03/2022;47.0
256;2022-01-04;jardin;24.0;2.0;04/01/2022;48.0
257;2022-03-21;camping;43.0;3.0;21-mar-22;129.0
258;2022-02-12;camping;18.0;2.0;12/02/2022;36.0
259;2022-03-05;camping;24.0;5.0;05/03/2022;120.0
260;2022-05-07;camping;25.0;2.0;07-may-22;50.0
261;2022-03-30;vestimenta;21.0;2.0;30/03/2022;42.0
262;2022-02-03;vestimenta;47.0;2.0;03/02/2022;94.0
263;;vestimenta;5.0;5.0;04-ene-22;25.0
264;2022-04-18;vestimenta;15.0;4.0;18/04/2022;60.0
265;2022-01-24;electronica;47.0;5.0;24/01/2022;235.0
266;;electronica;25.0;3.0;07-ene-22;75.0
267;2022-04-04;electronica;18.0;2.0;04/04/2022;36.0
268;2022-04-01;electronica;8.0;1.0;01/04/2022;8.0
269;2022-02-05;alimento;41.0;1.0;05-feb-22;41.0
270;2022-04-19;alimento;31.0;1.0;19/04/2022;31.0
271;2022-03-05;alimento;10.0;2.0;05/03/2022;20.0
272;;alimento;45.0;2.0;08-abr-22;90.0
273;2022-02-05;alimento;30.0;2.0;05/02/2022;60.0
274;2022-02-19;hogar;33.0;5.0;19/02/2022;165.0
275;2022-03-25;hogar;32.0;5.0;25-mar-22;160.0
276;2022-05-16;hogar;42.0;4.0;16/05/2022;168.0
277;2022-03-26;jardin;16.0;4.0;26/03/2022;64.0
278;2022-05-09;jardin;47.0;3.0;09-may-22;141.0
279;2022-04-04;jardin;37.0;5.0;04/04/2022;185.0
280;2022-02-15;jardin;6.0;2.0;15/02/2022;12.0
281;2022-05-18;camping;44.0;2.0;18-may-22;88.0
282;2022-02-26;camping;4.0;4.0;26/02/2022;16.0
283;2022-02-16;camping;18.0;5.0;16/02/2022;90.0
284;;camping;27.0;1.0;14-abr-22;27.0
285;2022-02-04;vestimenta;17.0;4.0;04/02/2022;68.0
286;2022-01-21;vestimenta;29.0;2.0;21/01/2022;58.0
287;2022-05-30;vestimenta;46.0;5.0;30-may-22;230.0
288;2022-02-26;vestimenta;30.0;3.0;26/02/2022;90.0
289;2022-03-23;electronica;41.0;3.0;23/03/2022;123.0
290;;electronica;4.0;2.0;08-ene-22;8.0
291;2022-03-02;electronica;31.0;1.0;02/03/2022;31.0
292;2022-04-24;electronica;9.0;1.0;24/04/2022;9.0
293;2022-05-28;alimento;37.0;4.0;28-may-22;148.0
294;2022-01-22;alimento;19.0;4.0;22/01/2022;76.0
295;2022-05-29;alimento;35.0;4.0;29/05/2022;140.0
296;;alimento;45.0;2.0;13-abr-22;90.0
297;2022-03-31;alimento;49.0;3.0;31/03/2022;147.0
298;2022-04-23;hogar;12.0;4.0;23/04/2022;48.0
299;2022-02-27;hogar;34.0;4.0;27-feb-22;136.0
300;2022-03-22;hogar;8.0;3.0;22/03/2022;24.0
301;2022-03-19;jardin;49.0;5.0;19/03/2022;245.0
302;2022-06-05;jardin;49.0;1.0;05-jun-22;49.0
303;2022-05-30;jardin;11.0;4.0;30/05/2022;44.0
304;2022-04-06;jardin;14.0;3.0;06/04/2022;42.0
305;;camping;42.0;3.0;29-ene-22;126.0
306;2022-05-20;camping;51.0;5.0;20/05/2022;255.0
307;2022-01-15;camping;11.0;3.0;15/01/2022;33.0
308;2022-05-12;camping;33.0;4.0;12-may-22;132.0
309;2022-05-03;vestimenta;11.0;2.0;03/05/2022;22.0
310;2022-01-19;vestimenta;13.0;5.0;19/01/2022;65.0
311;;vestimenta;25.0;3.0;15-ene-22;75.0
312;2022-05-31;vestimenta;50.0;2.0;31/05/2022;100.0
313;2022-05-10;electronica;44.0;5.0;10/05/2022;220.0
314;2022-03-28;electronica;34.0;4.0;28-mar-22;136.0
315;2022-04-07;electronica;38.0;1.0;07/04/2022;38.0
316;2022-04-07;electronica;13.0;2.0;07/04/2022;26.0
317;2022-02-11;alimento;11.0;4.0;11-feb-22;44.0
318;2022-06-04;alimento;29.0;4.0;04/06/2022;116.0
319;2022-04-01;alimento;43.0;5.0;01/04/2022;215.0
320;;alimento;18.0;3.0;01-ene-22;54.0
321;2022-03-26;alimento;41.0;3.0;26/03/2022;123.0
322;2022-03-16;hogar;3.0;3.0;16/03/2022;9.0
323;2022-03-16;hogar;15.0;2.0;16-mar-22;30.0
324;2022-05-25;hogar;33.0;1.0;25/05/2022;33.0
325;2022-01-18;jardin;37.0;3.0;18/01/2022;111.0
326;2022-03-15;jardin;2.0;4.0;15-mar-22;8.0
327;2022-05-30;jardin;31.0;3.0;30/05/2022;93.0
328;2022-05-27;jardin;48.0;1.0;27/05/2022;48.0
329;;camping;46.0;5.0;07-abr-22;230.0
330;2022-01-24;camping;44.0;1.0;24/01/2022;44.0
331;2022-01-26;camping;37.0;3.0;26/01/2022;111.0
332;2022-03-28;camping;46.0;5.0;28-mar-22;230.0
333;2022-04-28;vestimenta;27.0;3.0;28/04/2022;81.0
334;2022-04-12;vestimenta;34.0;1.0;12/04/2022;34.0
335;2022-02-25;vestimenta;17.0;1.0;25-feb-22;17.0
336;2022-05-28;vestimenta;48.0;2.0;28/05/2022;96.0
337;2022-03-18;electronica;29.0;2.0;18/03/2022;58.0
338;;electronica;36.0;4.0;24-abr-22;144.0
339;2022-01-05;electronica;48.0;2.0;05/01/2022;96.0
340;2022-02-24;electronica;41.0;5.0;24/02/2022;205.0
341;;alimento;33.0;3.0;06-ene-22;99.0
342;2022-06-06;alimento;7.0;5.0;06/06/2022;35.0
343;2022-05-12;alimento;38.0;5.0;12/05/2022;190.0
344;;alimento;18.0;2.0;29-ene-22;36.0
345;2022-05-22;alimento;13.0;1.0;22/05/2022;13.0
346;2022-02-22;hogar;35.0;1.0;22/02/2022;35.0
347;;hogar;23.0;3.0;21-ene-22;69.0
348;2022-04-21;hogar;46.0;2.0;21/04/2022;92.0
349;2022-01-15;jardin;36.0;2.0;15/01/2022;72.0
350;2022-05-25;jardin;48.0;2.0;25-may-22;96.0
351;2022-01-09;jardin;47.0;5.0;09/01/2022;235.0
352;2022-06-04;jardin;32.0;4.0;04/06/2022;128.0
353;2022-03-19;camping;21.0;3.0;19-mar-22;63.0
354;2022-04-24;camping;40.0;5.0;24/04/2022;200.0
355;2022-04-22;camping;28.0;3.0;22/04/2022;84.0
356;2022-02-24;camping;36.0;3.0;24-feb-22;108.0
357;2022-02-22;vestimenta;14.0;4.0;22/02/2022;56.0
358;2022-03-20;vestimenta;44.0;3.0;20/03/2022;132.0
359;2022-03-20;vestimenta;17.0;1.0;20-mar-22;17.0
360;2022-02-05;vestimenta;38.0;4.0;05/02/2022;152.0
361;2022-02-11;electronica;49.0;1.0;11/02/2022;49.0
362;;electronica;42.0;1.0;07-ene-22;42.0
363;2022-02-06;electronica;24.0;2.0;06/02/2022;48.0
364;2022-05-31;electronica;3.0;4.0;31/05/2022;12.0
365;;alimento;21.0;1.0;07-abr-22;21.0
366;2022-03-05;alimento;12.0;4.0;05/03/2022;48.0
367;2022-03-30;alimento;18.0;4.0;30/03/2022;72.0
368;2022-02-05;alimento;43.0;5.0;05-feb-22;215.0
369;2022-03-13;alimento;42.0;1.0;13/03/2022;42.0
370;2022-04-07;hogar;49.0;4.0;07/04/2022;196.0
371;2022-05-18;hogar;48.0;1.0;18-may-22;48.0
372;2022-01-18;hogar;8.0;5.0;18/01/2022;40.0
373;2022-02-03;jardin;47.0;1.0;03/02/2022;47.0
374;;jardin;16.0;3.0;13-ene-22;48.0
375;2022-02-11;jardin;23.0;4.0;11/02/2022;92.0
376;2022-02-10;jardin;19.0;1.0;10/02/2022;19.0
377;;camping;13.0;2.0;23-ene-22;26.0
378;2022-04-23;camping;18.0;1.0;23/04/2022;18.0
379;2022-04-28;camping;30.0;2.0;28/04/2022;60.0
380;;camping;28.0;4.0;01-abr-22;112.0
381;2022-05-09;vestimenta;24.0;5.0;09/05/2022;120.0
382;2022-03-25;vestimenta;26.0;4.0;25/03/2022;104.0
383;2022-05-12;vestimenta;39.0;2.0;12-may-22;78.0
384;2022-01-31;vestimenta;10.0;2.0;31/01/2022;20.0
385;2022-01-29;electronica;12.0;3.0;29/01/2022;36.0
386;;electronica;28.0;1.0;30-ene-22;28.0
387;2022-05-26;electronica;18.0;1.0;26/05/2022;18.0
388;2022-03-11;electronica;44.0;4.0;11/03/2022;176.0
389;2022-06-05;alimento;13.0;4.0;05-jun-22;52.0
390;2022-02-18;alimento;47.0;3.0;18/02/2022;141.0
391;2022-01-31;alimento;26.0;1.0;31/01/2022;26.0
392;;alimento;22.0;3.0;09-abr-22;66.0
393;2022-05-21;alimento;4.0;3.0;21/05/2022;12.0
394;2022-05-19;hogar;37.0;2.0;19/05/2022;74.0
395;;hogar;31.0;1.0;02-ene-22;31.0
396;2022-03-08;hogar;16.0;2.0;08/03/2022;32.0
397;2022-01-30;jardin;3.0;5.0;30/01/2022;15.0
398;2022-06-02;jardin;47.0;2.0;02-jun-22;94.0
399;2022-05-24;jardin;49.0;5.0;24/05/2022;245.0
400;2022-01-03;jardin;36.0;5.0;03/01/2022;180.0
401;2022-02-24;camping;26.0;1.0;24-feb-22;26.0
402;2022-03-18;camping;31.0;2.0;18/03/2022;62.0
403;2022-02-09;camping;31.0;1.0;09/02/2022;31.0
404;2022-03-22;camping;45.0;5.0;22-mar-22;225.0
405;2022-05-21;vestimenta;43.0;5.0;21/05/2022;215.0
406;2022-02-19;vestimenta;50.0;3.0;19/02/2022;150.0
407;;vestimenta;38.0;1.0;21-ene-22;38.0
408;2022-05-30;vestimenta;41.0;5.0;30/05/2022;205.0
409;2022-02-04;electronica;19.0;5.0;04/02/2022;95.0
410;;electronica;33.0;4.0;16-abr-22;132.0
411;2022-03-02;electronica;47.0;4.0;02/03/2022;188.0
412;2022-05-29;electronica;16.0;4.0;29/05/2022;64.0
413;2022-05-20;alimento;26.0;2.0;20-may-22;52.0
414;2022-05-10;alimento;37.0;5.0;10/05/2022;185.0
415;2022-04-20;alimento;50.0;4.0;20/04/2022;200.0
416;2022-05-19;alimento;48.0;1.0;19-may-22;48.0
417;2022-06-02;alimento;19.0;3.0;02/06/2022;57.0
418;2022-02-18;hogar;28.0;1.0;18/02/2022;28.0
419;2022-05-05;hogar;17.0;1.0;05-may-22;17.0
420;2022-04-19;hogar;49.0;5.0;19/04/2022;245.0
421;2022-02-06;jardin;22.0;3.0;06/02/2022;66.0
422;2022-03-02;jardin;10.0;3.0;02-mar-22;30.0
423;2022-03-29;jardin;7.0;4.0;29/03/2022;28.0
424;2022-01-15;jardin;47.0;2.0;15/01/2022;94.0
425;;camping;46.0;1.0;30-ene-22;46.0
426;2022-03-17;camping;3.0;2.0;17/03/2022;6.0
427;2022-01-16;camping;23.0;5.0;16/01/2022;115.0
428;;camping;44.0;1.0;05-ene-22;44.0
429;2022-05-03;vestimenta;36.0;3.0;03/05/2022;108.0
430;2022-02-08;vestimenta;33.0;3.0;08/02/2022;99.0
431;;vestimenta;37.0;1.0;11-abr-22;37.0
432;2022-05-30;vestimenta;42.0;2.0;30/05/2022;84.0
433;2022-05-11;electronica;5.0;5.0;11/05/2022;25.0
434;2022-03-16;electronica;30.0;3.0;16-mar-22;90.0
435;2022-03-12;electronica;19.0;5.0;12/03/2022;95.0
436;2022-01-02;electronica;32.0;4.0;02/01/2022;128.0
437;;alimento;43.0;4.0;07-abr-22;172.0
438;2022-02-20;alimento;45.0;5.0;20/02/2022;225.0
439;2022-01-21;alimento;27.0;4.0;21/01/2022;108.0
440;;alimento;34.0;2.0;26-abr-22;68.0
441;2022-02-14;alimento;14.0;1.0;14/02/2022;14.0
442;2022-05-31;hogar;48.0;3.0;31/05/2022;144.0
443;;hogar;45.0;2.0;26-abr-22;90.0
444;2022-05-24;hogar;36.0;1.0;24/05/2022;36.0
445;2022-02-24;jardin;5.0;3.0;24/02/2022;15.0
446;2022-02-18;jardin;23.0;2.0;18-feb-22;46.0
